student_id,profile_id,enrollment_number,program,department,year_of_study,section,admission_date,status,id,university,major,graduation_year,gpa,skills,bio,resume_url,linkedin_url,github_url,portfolio_url
stu-0026,b1a1d1e1-0026-4000-8000-000000000026,ENR20230026,B.Tech Mechanical,Mechanical,1,A,2023-08-31,active,b1a1d1e1-0026-4000-8000-000000000026,PPSU University,Mechanical,2027,3.63,Java;Git;SQL;Node.js,Detail-oriented developer with team collaboration experience.,https://resumes.harbor.edu/student0026.pdf,https://linkedin.com/in/student0026,https://github.com/student0026,https://student0026.harbor.dev
stu-0027,b1a1d1e1-0027-4000-8000-000000000027,ENR20230027,B.Sc Chemistry,Chemistry,3,B,2023-09-07,active,b1a1d1e1-0027-4000-8000-000000000027,PPSU University 2,B.Sc Chemistry,2027,3.31,Git;C++;Node.js;React;AWS,Passionate about technology and software development.,https://resumes.harbor.edu/student0027.pdf,https://linkedin.com/in/student0027,https://github.com/student0027,https://student0027.harbor.dev
stu-0028,b1a1d1e1-0028-4000-8000-000000000028,ENR20230028,B.Tech Electrical,Electrical,2,C,2023-09-15,inactive,b1a1d1e1-0028-4000-8000-000000000028,PPSU University,Electrical,2027,2.57,C++;React;Python;JavaScript,Passionate about technology and software development.,https://resumes.harbor.edu/student0028.pdf,https://linkedin.com/in/student0028,https://github.com/student0028,https://student0028.harbor.dev
stu-0029,b1a1d1e1-0029-4000-8000-000000000029,ENR20230029,B.Sc Mathematics,Mathematics,3,A,2023-10-06,active,b1a1d1e1-0029-4000-8000-000000000029,PPSU University 2,B.Sc Mathematics,2027,3.45,JavaScript;Node.js;Docker;SQL,Enthusiastic learner with strong problem-solving skills.,https://resumes.harbor.edu/student0029.pdf,https://linkedin.com/in/student0029,https://github.com/student0029,https://student0029.harbor.dev
stu-0030,b1a1d1e1-0030-4000-8000-000000000030,ENR20230030,B.Tech Computer Science,Computer Science,4,B,2023-10-21,active,b1a1d1e1-0030-4000-8000-000000000030,PPSU University 2,Computer Science,2027,2.98,React;Java;SQL;Docker,Detail-oriented developer with team collaboration experience.,https://resumes.harbor.edu/student0030.pdf,https://linkedin.com/in/student0030,https://github.com/student0030,https://student0030.harbor.dev
stu-0031,b1a1d1e1-0031-4000-8000-000000000031,ENR20230031,B.Sc Physics,Physics,2,C,2023-08-29,active,b1a1d1e1-0031-4000-8000-000000000031,PPSU University,B.Sc Physics,2027,2.82,AWS;SQL;Docker;JavaScript,Enthusiastic learner with strong problem-solving skills.,https://resumes.harbor.edu/student0031.pdf,https://linkedin.com/in/student0031,https://github.com/student0031,https://student0031.harbor.dev
stu-0032,b1a1d1e1-0032-4000-8000-000000000032,ENR20230032,B.Tech Civil,Civil,1,A,2023-09-04,active,b1a1d1e1-0032-4000-8000-000000000032,PPSU University,Civil,2027,2.80,Docker;Java;AWS,Passionate about technology and software development.,https://resumes.harbor.edu/student0032.pdf,https://linkedin.com/in/student0032,https://github.com/student0032,https://student0032.harbor.dev
stu-0033,b1a1d1e1-0033-4000-8000-000000000033,ENR20230033,B.Com,Commerce,3,B,2023-09-16,active,b1a1d1e1-0033-4000-8000-000000000033,PPSU University 2,B.Com,2027,2.71,Git;React;JavaScript,Creative thinker focused on building innovative solutions.,https://resumes.harbor.edu/student0033.pdf,https://linkedin.com/in/student0033,https://github.com/student0033,https://student0033.harbor.dev
stu-0034,b1a1d1e1-0034-4000-8000-000000000034,ENR20230034,B.A English,English,2,C,2023-10-07,inactive,b1a1d1e1-0034-4000-8000-000000000034,PPSU University,B.A English,2027,2.89,C++;SQL;Docker;JavaScript;Git,Enthusiastic learner with strong problem-solving skills.,https://resumes.harbor.edu/student0034.pdf,https://linkedin.com/in/student0034,https://github.com/student0034,https://student0034.harbor.dev
stu-0035,b1a1d1e1-0035-4000-8000-000000000035,ENR20230035,B.Tech Mechanical,Mechanical,4,A,2023-10-22,active,b1a1d1e1-0035-4000-8000-000000000035,PPSU University 2,Mechanical,2027,2.67,Git;Java;JavaScript,Enthusiastic learner with strong problem-solving skills.,https://resumes.harbor.edu/student0035.pdf,https://linkedin.com/in/student0035,https://github.com/student0035,https://student0035.harbor.dev
stu-0036,b1a1d1e1-0036-4000-8000-000000000036,ENR20230036,B.Sc Chemistry,Chemistry,1,B,2023-09-01,active,b1a1d1e1-0036-4000-8000-000000000036,PPSU University,B.Sc Chemistry,2027,2.80,SQL;AWS;Docker,Enthusiastic learner with strong problem-solving skills.,https://resumes.harbor.edu/student0036.pdf,https://linkedin.com/in/student0036,https://github.com/student0036,https://student0036.harbor.dev
stu-0037,b1a1d1e1-0037-4000-8000-000000000037,ENR20230037,B.Tech Electrical,Electrical,3,C,2023-09-08,active,b1a1d1e1-0037-4000-8000-000000000037,PPSU University 2,Electrical,2027,3.04,Docker;Node.js;React;AWS,Creative thinker focused on building innovative solutions.,https://resumes.harbor.edu/student0037.pdf,https://linkedin.com/in/student0037,https://github.com/student0037,https://student0037.harbor.dev
stu-0038,b1a1d1e1-0038-4000-8000-000000000038,ENR20230038,B.Sc Mathematics,Mathematics,2,A,2023-09-17,active,b1a1d1e1-0038-4000-8000-000000000038,PPSU University,B.Sc Mathematics,2027,3.50,C++;Node.js;Java,Enthusiastic learner with strong problem-solving skills.,https://resumes.harbor.edu/student0038.pdf,https://linkedin.com/in/student0038,https://github.com/student0038,https://student0038.harbor.dev
stu-0039,b1a1d1e1-0039-4000-8000-000000000039,ENR20230039,B.Tech Computer Science,Computer Science,1,B,2023-10-08,inactive,b1a1d1e1-0039-4000-8000-000000000039,PPSU University,Computer Science,2027,3.22,React;Node.js;JavaScript;Git,Passionate about technology and software development.,https://resumes.harbor.edu/student0039.pdf,https://linkedin.com/in/student0039,https://github.com/student0039,https://student0039.harbor.dev
stu-0040,b1a1d1e1-0040-4000-8000-000000000040,ENR20230040,B.Sc Physics,Physics,4,C,2023-10-23,active,b1a1d1e1-0040-4000-8000-000000000040,PPSU University 2,B.Sc Physics,2027,3.85,C++;AWS;SQL,Creative thinker focused on building innovative solutions.,https://resumes.harbor.edu/student0040.pdf,https://linkedin.com/in/student0040,https://github.com/student0040,https://student0040.harbor.dev
stu-0041,b1a1d1e1-0041-4000-8000-000000000041,ENR20230041,B.Tech Civil,Civil,2,A,2023-08-26,active,b1a1d1e1-0041-4000-8000-000000000041,PPSU University,Civil,2027,2.60,Git;Docker;AWS,Detail-oriented developer with team collaboration experience.,https://resumes.harbor.edu/student0041.pdf,https://linkedin.com/in/student0041,https://github.com/student0041,https://student0041.harbor.dev
stu-0042,b1a1d1e1-0042-4000-8000-000000000042,ENR20230042,B.Com,Commerce,1,B,2023-09-09,active,b1a1d1e1-0042-4000-8000-000000000042,PPSU University,B.Com,2027,3.92,C++;Docker;Node.js,Passionate about technology and software development.,https://resumes.harbor.edu/student0042.pdf,https://linkedin.com/in/student0042,https://github.com/student0042,https://student0042.harbor.dev
stu-0043,b1a1d1e1-0043-4000-8000-000000000043,ENR20230043,B.A English,English,3,C,2023-09-18,active,b1a1d1e1-0043-4000-8000-000000000043,PPSU University 2,B.A English,2027,3.56,Node.js;AWS;JavaScript;React;Java,Enthusiastic learner with strong problem-solving skills.,https://resumes.harbor.edu/student0043.pdf,https://linkedin.com/in/student0043,https://github.com/student0043,https://student0043.harbor.dev
stu-0044,b1a1d1e1-0044-4000-8000-000000000044,ENR20230044,B.Tech Mechanical,Mechanical,2,A,2023-10-09,inactive,b1a1d1e1-0044-4000-8000-000000000044,PPSU University,Mechanical,2027,2.95,Git;C++;AWS;Python,Detail-oriented developer with team collaboration experience.,https://resumes.harbor.edu/student0044.pdf,https://linkedin.com/in/student0044,https://github.com/student0044,https://student0044.harbor.dev
stu-0045,b1a1d1e1-0045-4000-8000-000000000045,ENR20230045,B.Sc Chemistry,Chemistry,4,B,2023-10-24,active,b1a1d1e1-0045-4000-8000-000000000045,PPSU University 2,B.Sc Chemistry,2027,2.61,Node.js;Docker;Python,Enthusiastic learner with strong problem-solving skills.,https://resumes.harbor.edu/student0045.pdf,https://linkedin.com/in/student0045,https://github.com/student0045,https://student0045.harbor.dev
stu-0046,b1a1d1e1-0046-4000-8000-000000000046,ENR20230046,B.Tech Electrical,Electrical,1,C,2023-09-19,active,b1a1d1e1-0046-4000-8000-000000000046,PPSU University,Electrical,2027,3.08,SQL;JavaScript;React;Git,Passionate about technology and software development.,https://resumes.harbor.edu/student0046.pdf,https://linkedin.com/in/student0046,https://github.com/student0046,https://student0046.harbor.dev
stu-0047,b1a1d1e1-0047-4000-8000-000000000047,ENR20230047,B.Sc Mathematics,Mathematics,3,A,2023-09-20,active,b1a1d1e1-0047-4000-8000-000000000047,PPSU University 2,B.Sc Mathematics,2027,3.40,SQL;C++;JavaScript;AWS,Passionate about technology and software development.,https://resumes.harbor.edu/student0047.pdf,https://linkedin.com/in/student0047,https://github.com/student0047,https://student0047.harbor.dev
stu-0048,b1a1d1e1-0048-4000-8000-000000000048,ENR20230048,B.Tech Computer Science,Computer Science,2,B,2023-09-21,active,b1a1d1e1-0048-4000-8000-000000000048,PPSU University,Computer Science,2027,2.99,AWS;React;Git;Java,Detail-oriented developer with team collaboration experience.,https://resumes.harbor.edu/student0048.pdf,https://linkedin.com/in/student0048,https://github.com/student0048,https://student0048.harbor.dev
stu-0049,b1a1d1e1-0049-4000-8000-000000000049,ENR20230049,B.Sc Physics,Physics,1,C,2023-10-10,active,b1a1d1e1-0049-4000-8000-000000000049,PPSU University,B.Sc Physics,2027,2.65,C++;AWS;Docker;Git;Java,Detail-oriented developer with team collaboration experience.,https://resumes.harbor.edu/student0049.pdf,https://linkedin.com/in/student0049,https://github.com/student0049,https://student0049.harbor.dev
stu-0050,b1a1d1e1-0050-4000-8000-000000000050,ENR20230050,B.Tech Civil,Civil,4,A,2023-10-25,active,b1a1d1e1-0050-4000-8000-000000000050,PPSU University 2,Civil,2027,3.57,Node.js;React;Docker,Creative thinker focused on building innovative solutions.,https://resumes.harbor.edu/student0050.pdf,https://linkedin.com/in/student0050,https://github.com/student0050,https://student0050.harbor.dev
